school_name,school_about,school_location,country,type,total_student,international_student,accomodation_feature,work_permit_feature,program_cooporation,work_while_study,condition_offer_letter,library,founded,program_name,description,duration,grade_score,overall_band,pte_score, tofel_point,ielts_listening,ielts_speaking,ielts_writting,ielts_reading,new_stream,stream_id,other_fees,application_fee,tution_fee_per_semester,cost_of_living,currency,acceptance_letter,intake_id,visa_processing_days,process_days,program_level,Others Comment,Foundation Fee,acceptable_band,module,english_language,program_sort_order
Southern Cross University,"Bold, progressive and just 24 years of age � Southern Cross University is one of the Asia-Pacific�s Top 100 Universities and one of the world�s Top 50 Generation Y Universities. TOP 100 in Asia-Pacific TOP 50 Gen UniversitiesTOP 100 Under 50 years oldTOP 300 for Life SciencesTOP 400 for Social ScienceTOP 400 in Physical SciencesTOP 150 Under 50 years oldTOP 50 for Hospitality and Leisure ManagementNUMBER 2 in Australia for Student Support ","Military Rd, East Lismore NSW 2480, Australia",Australia,"2,5",17000,5988,yes,yes,yes,yes,no,yes,1994,Bachelor of Business in Hotel Management,"This full-fee paying degree, offered at The Hotel School Sydney�and The Hotel School Melbourne, focuses on hotel operational and management practices across hospitality industries and the skills needed for employment in a competitive and changing global business environment. The Hotel School is a partnership between Southern Cross University and Mulpha Australia, whose property portfolio includes the InterContinental Sydney, Hayman Island, InterContinental Sanctuary Cove Resort, Salzburg Apartments, Marritz Alpine and Bimbadgen Estate.�",6 sem,60,6,80,,6.5,6.5,6.5,6.5,"6,7,8,9,10",3,390,,12600,20290,AUD,20 days,"2,7,11",,3 year,1,if the student is from state board then 70% marks if from CBSE or ICSE board 60% marks will be required,,5.5,4,,
Southern Cross University,"Bold, progressive and just 24 years of age � Southern Cross University is one of the Asia-Pacific�s Top 100 Universities and one of the world�s Top 50 Generation Y Universities. TOP 100 in Asia-Pacific TOP 50 Gen UniversitiesTOP 100 Under 50 years oldTOP 300 for Life SciencesTOP 400 for Social ScienceTOP 400 in Physical SciencesTOP 150 Under 50 years oldTOP 50 for Hospitality and Leisure ManagementNUMBER 2 in Australia for Student Support ","Military Rd, East Lismore NSW 2480, Australia",Australia,"2,5",17000,5988,yes,yes,yes,yes,no,yes,1994,Bachelor of Business in Tourism and Hospitality Management,The Bachelor of Business in Tourism and Hospitality Management prepares students with transferable skills for a career in a dynamic and diverse industry.,6 sem,60,6,80,,6.5,6.5,6.5,6.5,"6,7,8,9,10",3,390,,12600,20290,AUD,20 days,"2,7,11",,3 year,1,if the student is from state board then 70% marks if from CBSE or ICSE board 60% marks will be required,,5.5,4,,
AIBT,"It� is a one of the top private Vocational Educational Provider offering Certificates, Diplomas, Advanced Diplomas and Graduate Studies to both domestic and international students.","Levels 1, 3/18 Mount Gravatt Capalaba Rd, Upper Mount ",Australia,"1,4",7000,2500,yes,yes,yes,yes,no,yes,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AIBT,"It� is a one of the top private Vocational Educational Provider offering Certificates, Diplomas, Advanced Diplomas and Graduate Studies to both domestic and international students.","Levels 1, 3/18 Mount Gravatt Capalaba Rd, Upper Mount ",Australia,"1,4",7000,2500,yes,yes,yes,yes,no,yes,2015,Diploma of Aviation (Aviation Management),"This qualification reflects the role of individuals operating at a senior level who use substantial industry knowledge and wide-ranging, specialised managerial skills. They operate independently, take responsibility for others and make a range of strategic business decisions.",2 sem,60,6,58,,6,6,6,6,"1,2,5,8",24,390,,6000,20290,AUD,20 days,"2,7,11",,1 year,1,if the student is from state board then 70% marks if from CBSE or ICSE board 60% marks will be required,,5.5,4,,
AIBT,"It� is a one of the top private Vocational Educational Provider offering Certificates, Diplomas, Advanced Diplomas and Graduate Studies to both domestic and international students.","Levels 1, 3/18 Mount Gravatt Capalaba Rd, Upper Mount ",Australia,"1,4",7000,2500,yes,yes,yes,yes,no,yes,2015,Advance Diploma of IT,"This qualification provides high level information and communications technology (ICT), process improvement and business skills and knowledge to enable an individual to be effective in senior ICT roles within organisations. The qualification builds on a base core of management competencies, with specialist and general elective choices to suit particular ICT and business needs, especially in the areas of knowledge management and systems development",2 sem,60,6,58,,6,6,6,6,"1,2,5",24,390,,6000,20290,AUD,20 days,"2,7,11",,1 year,1,if the student is from state board then 70% marks if from CBSE or ICSE board 60% marks will be required,,5.5,4,,
AIBT,"It� is a one of the top private Vocational Educational Provider offering Certificates, Diplomas, Advanced Diplomas and Graduate Studies to both domestic and international students.","Levels 1, 3/18 Mount Gravatt Capalaba Rd, Upper Mount ",Australia,"1,4",7000,2500,yes,yes,yes,yes,no,yes,2015,Diploma of Accounting,"This qualification reflects professional accounting job roles in financial services and other industries. Individuals in these roles apply solutions to a range of often complex problems, and analyse and evaluate information from a variety of sources. They apply initiative to plan, coordinate and evaluate their own work and guidance to others within defined guidelines.",2 sem,60,6,58,,6,6,6,6,"7,8,9,10,20",3,390,,6000,20290,AUD,20 days,"2,7,11",,1 year,1,if the student is from state board then 70% marks if from CBSE or ICSE board 60% marks will be required,,5.5,4,,
AIBT,"It� is a one of the top private Vocational Educational Provider offering Certificates, Diplomas, Advanced Diplomas and Graduate Studies to both domestic and international students.","Levels 1, 3/18 Mount Gravatt Capalaba Rd, Upper Mount ",Australia,"1,4",7000,2500,yes,yes,yes,yes,no,yes,2015,Advanced Diploma of Accounting,This qualification is designed to reflect the role of individuals working in accounting and seeking professional identification.,2 sem,60,6,58,,6,6,6,6,"7,8,9,10,20",3,390,,6000,20290,AUD,20 days,"2,7,11",,1 year,1,if the student is from state board then 70% marks if from CBSE or ICSE board 60% marks will be required,,5.5,4,,
AIBT,"It� is a one of the top private Vocational Educational Provider offering Certificates, Diplomas, Advanced Diplomas and Graduate Studies to both domestic and international students.","Levels 1, 3/18 Mount Gravatt Capalaba Rd, Upper Mount ",Australia,"1,4",7000,2500,yes,yes,yes,yes,no,yes,2015,Diploma of Business,"At this level individuals are expected to apply theoretical and technical skills in a range of situations and to display initiative and judgement in planning activities. They have autonomy in performing complex operations and can be responsible for planning, coordinating and evaluating the work of others within broad but generally well-defined parameters.",2 sem,60,6,58,,6,6,6,6,"7,8,9,10,20",3,390,,6000,20290,AUD,20 days,"2,7,11",,1 year,1,if the student is from state board then 70% marks if from CBSE or ICSE board 60% marks will be required,,5.5,4,,
AIBT,"It� is a one of the top private Vocational Educational Provider offering Certificates, Diplomas, Advanced Diplomas and Graduate Studies to both domestic and international students.","Levels 1, 3/18 Mount Gravatt Capalaba Rd, Upper Mount ",Australia,"1,4",7000,2500,yes,yes,yes,yes,no,yes,2015,Diploma Of Business Administration,"This qualification would apply to individuals with various job titles including administration managers, general office managers and office managers. Individuals in these roles may possess a sound theoretical knowledge base and use a range of specialised, technical or managerial competencies to plan, carry out and evaluate their own work and/or the work of a team.",2 sem,60,6,58,,6,6,6,6,"7,8,9,10,20",3,390,,6000,20290,AUD,20 days,"2,7,11",,1 year,1,if the student is from state board then 70% marks if from CBSE or ICSE board 60% marks will be required,,5.5,4,,
AIBT,"It� is a one of the top private Vocational Educational Provider offering Certificates, Diplomas, Advanced Diplomas and Graduate Studies to both domestic and international students.","Levels 1, 3/18 Mount Gravatt Capalaba Rd, Upper Mount ",Australia,"1,4",7000,2500,yes,yes,yes,yes,no,yes,2015,Advanced Diploma of Business,This qualification reflects the role of individuals with significant experience in a senior administrative role who are seeking to develop expertise across a wider range of business functions.,2 sem,60,6,58,,6,6,6,6,"7,8,9,10,20",3,390,,6000,20290,AUD,20 days,"2,7,11",,1 year,1,if the student is from state board then 70% marks if from CBSE or ICSE board 60% marks will be required,,5.5,4,,
AIBT,"It� is a one of the top private Vocational Educational Provider offering Certificates, Diplomas, Advanced Diplomas and Graduate Studies to both domestic and international students.","Levels 1, 3/18 Mount Gravatt Capalaba Rd, Upper Mount ",Australia,"1,4",7000,2500,yes,yes,yes,yes,no,yes,2015,Advanced Diploma of Leadership and Management,"This qualification reflects the role of individuals who apply specialised knowledge and skills, together with experience in leadership and management, across a range of enterprise and industry contexts.",2 sem,60,6,58,,6,6,6,6,"7,8,9,10",3,390,,6000,20290,AUD,20 days,"2,7,11",,1 year,1,if the student is from state board then 70% marks if from CBSE or ICSE board 60% marks will be required,,5.5,4,,
AIBT,"It� is a one of the top private Vocational Educational Provider offering Certificates, Diplomas, Advanced Diplomas and Graduate Studies to both domestic and international students.","Levels 1, 3/18 Mount Gravatt Capalaba Rd, Upper Mount ",Australia,"1,4",7000,2500,yes,yes,yes,yes,no,yes,2015,Diploma of Project Management,"This qualification reflects the role of individuals who apply project management skills and knowledge. They may manage projects in a variety of contexts, across a number of industry sectors. They have project leadership and management roles and are responsible for achieving project objectives. They possess a sound theoretical knowledge base and use a range of specialised, technical and managerial competencies to initiate, plan, execute and evaluate their own work and/or the work of others.",2 sem,60,6,58,,6,6,6,6,"7,8,9,10",3,390,,6000,20290,AUD,20 days,"2,7,11",,1 year,1,if the student is from state board then 70% marks if from CBSE or ICSE board 60% marks will be required,,5.5,4,,
AIBT,"It� is a one of the top private Vocational Educational Provider offering Certificates, Diplomas, Advanced Diplomas and Graduate Studies to both domestic and international students.","Levels 1, 3/18 Mount Gravatt Capalaba Rd, Upper Mount ",Australia,"1,4",7000,2500,yes,yes,yes,yes,no,yes,2015,Advanced Diploma of Program Management,"This qualification reflects the role of individuals who apply specialised knowledge and skills, together with experience in program management across a range of enterprise and industry contexts.",2 sem,60,6,58,,6,6,6,6,"7,8,9,10",3,390,,6000,20290,AUD,20 days,"2,7,11",,1 year,1,if the student is from state board then 70% marks if from CBSE or ICSE board 60% marks will be required,,5.5,4,,
AIBT,"It� is a one of the top private Vocational Educational Provider offering Certificates, Diplomas, Advanced Diplomas and Graduate Studies to both domestic and international students.","Levels 1, 3/18 Mount Gravatt Capalaba Rd, Upper Mount ",Australia,"1,4",7000,2500,yes,yes,yes,yes,no,yes,2015,Diploma of Marketing and Communication,This qualification applies to individuals with a sound theoretical knowledge base in marketing and communication and who demonstrate a range of managerial skills to ensure that functions are effectively conducted in an organisation or business area. Typically they would have responsibility for the work of other staff and lead teams.,2 sem,60,6,58,,6,6,6,6,"7,8,9,10,21",24,390,,6000,20290,AUD,20 days,"2,7,11",,1 year,1,if the student is from state board then 70% marks if from CBSE or ICSE board 60% marks will be required,,5.5,4,,
AIBT,"It� is a one of the top private Vocational Educational Provider offering Certificates, Diplomas, Advanced Diplomas and Graduate Studies to both domestic and international students.","Levels 1, 3/18 Mount Gravatt Capalaba Rd, Upper Mount ",Australia,"1,4",7000,2500,yes,yes,yes,yes,no,yes,2015,Advanced Diploma of Marketing and Communication,"This qualification reflects the role of individuals who apply specialised knowledge and skills, together with experience in leadership and management, across a range of enterprise and industry contexts.",2 sem,60,6,58,,6,6,6,6,"7,8,9,10,21",3,390,,6000,20290,AUD,20 days,"2,7,11",,1 year,1,if the student is from state board then 70% marks if from CBSE or ICSE board 60% marks will be required,,5.5,4,,
AIBT,"It� is a one of the top private Vocational Educational Provider offering Certificates, Diplomas, Advanced Diplomas and Graduate Studies to both domestic and international students.","Levels 1, 3/18 Mount Gravatt Capalaba Rd, Upper Mount ",Australia,"1,4",7000,2500,yes,yes,yes,yes,no,yes,2015,Diploma of Community Services,"This qualification reflects the roles of community services, case management and social housing workers involved in the managing, co-ordinating and/or delivering of person-centred services to individuals, groups and communities.",2 sem,60,6,58,,6,6,6,6,"6,13,14",3,390,,6000,20290,AUD,20 days,"2,7,11",,1 year,1,if the student is from state board then 70% marks if from CBSE or ICSE board 60% marks will be required,,5.5,4,,
AIBT,"It� is a one of the top private Vocational Educational Provider offering Certificates, Diplomas, Advanced Diplomas and Graduate Studies to both domestic and international students.","Levels 1, 3/18 Mount Gravatt Capalaba Rd, Upper Mount ",Australia,"1,4",7000,2500,yes,yes,yes,yes,no,yes,2015,Diploma in Early Childhood Care,This qualification reflects the role of early childhood educators who are responsible for designing and implementing curriculum in early childhood education and care services. In doing so they work to implement an approved learning framework within the requirements of the Education and Care Services National Regulations and the National Quality Standard.,2 sem,60,6,58,,6,6,6,6,"6,13,14",2,390,,6000,20290,AUD,20 days,"2,7,11",,1 year,1,if the student is from state board then 70% marks if from CBSE or ICSE board 60% marks will be required,,5.5,4,,
AIBT,"It� is a one of the top private Vocational Educational Provider offering Certificates, Diplomas, Advanced Diplomas and Graduate Studies to both domestic and international students.","Levels 1, 3/18 Mount Gravatt Capalaba Rd, Upper Mount ",Australia,"1,4",7000,2500,yes,yes,yes,yes,no,yes,2015,Diploma of Air-conditioning and Refrigeration Engineering,"This qualification provides competencies to develop systems, select equipment, and commission, maintain and diagnose faults/malfunctions of refrigeration systems and equipment that apply to commercial food storage and preservation and air conditioning and air distribution equipment and special applications. It includes regulatory requirements for purchasing and handling refrigerants.",2 sem,60,6,58,,6,6,6,6,"1,2,3,5",24,390,,6000,20290,AUD,20 days,"2,7,11",,1 year,1,if the student is from state board then 70% marks if from CBSE or ICSE board 60% marks will be required,,5.5,4,,
AIBT,"It� is a one of the top private Vocational Educational Provider offering Certificates, Diplomas, Advanced Diplomas and Graduate Studies to both domestic and international students.","Levels 1, 3/18 Mount Gravatt Capalaba Rd, Upper Mount ",Australia,"1,4",7000,2500,yes,yes,yes,yes,no,yes,2015,Advanced Diploma of Air-conditioning and Refrigeration Engineering,"This qualification provides competencies to design and validate/evaluate refrigeration and air conditioning equipment and systems, manage risk, estimate and manage projects and provide technical advice/sales. It includes regulatory requirements for purchasing and handling refrigerants.",2 sem,60,6,58,,6,6,6,6,"1,2,3,5",24,390,,6000,20290,AUD,20 days,"2,7,11",,1 year,1,if the student is from state board then 70% marks if from CBSE or ICSE board 60% marks will be required,,5.5,4,,
AIBT,"It� is a one of the top private Vocational Educational Provider offering Certificates, Diplomas, Advanced Diplomas and Graduate Studies to both domestic and international students.","Levels 1, 3/18 Mount Gravatt Capalaba Rd, Upper Mount ",Australia,"1,4",7000,2500,yes,yes,yes,yes,no,yes,2015,Advanced Diploma of Electrical Engineering,"This qualification provides competencies to design and validate/evaluate electrical equipment and systems, manage risk, estimate and manage projects and provide technical advice/sales.",2 sem,60,6,58,,6,6,6,6,"1,2,5",24,390,,6000,20290,AUD,20 days,"2,7,11",,1 year,1,if the student is from state board then 70% marks if from CBSE or ICSE board 60% marks will be required,,5.5,4,,
AIBT,"It� is a one of the top private Vocational Educational Provider offering Certificates, Diplomas, Advanced Diplomas and Graduate Studies to both domestic and international students.","Levels 1, 3/18 Mount Gravatt Capalaba Rd, Upper Mount ",Australia,"1,4",7000,2500,yes,yes,yes,yes,no,yes,2015,Diploma of Automotive Management,The Diploma of Automotive Business Management is intended to prepare new employees or recognise and develop existing workers who are performing management roles in the automotive industry.,2 sem,60,6,58,,6,6,6,6,"1,2,5,8",3,390,,6000,20290,AUD,20 days,"2,7,11",,1 year,1,if the student is from state board then 70% marks if from CBSE or ICSE board 60% marks will be required,,5.5,4,,
AIBT,"It� is a one of the top private Vocational Educational Provider offering Certificates, Diplomas, Advanced Diplomas and Graduate Studies to both domestic and international students.","Levels 1, 3/18 Mount Gravatt Capalaba Rd, Upper Mount ",Australia,"1,4",7000,2500,yes,yes,yes,yes,no,yes,2015,Adv Dip of Electronics and Communications Engineering � (Includes RePL Licence from Ace Aviation),"This qualification provides competencies to design and validate/evaluate electronics and communication equipment and systems, manage risk, estimate and manage projects and provide technical advice/sales.",2 sem,60,6,58,,6,6,6,6,"1,2,5",24,390,,6000,20290,AUD,20 days,"2,7,11",,1 year,1,if the student is from state board then 70% marks if from CBSE or ICSE board 60% marks will be required,,5.5,4,,
AIBT,"It� is a one of the top private Vocational Educational Provider offering Certificates, Diplomas, Advanced Diplomas and Graduate Studies to both domestic and international students.","Levels 1, 3/18 Mount Gravatt Capalaba Rd, Upper Mount ",Australia,"1,4",7000,2500,yes,yes,yes,yes,no,yes,2015,Certificate IV in Massage Therapy,This qualification reflects the role of massage therapists who provide general health maintenance treatments. It does not reflect the role of a remedial massage therapist. Practitioners may be self-employed or work within a larger health service.,2 sem,60,6,58,,6,6,6,6,"6,19",23,390,,6000,20290,AUD,20 days,"2,7,11",,1 year,1,if the student is from state board then 70% marks if from CBSE or ICSE board 60% marks will be required,,5.5,4,,
AIBT,"It� is a one of the top private Vocational Educational Provider offering Certificates, Diplomas, Advanced Diplomas and Graduate Studies to both domestic and international students.","Levels 1, 3/18 Mount Gravatt Capalaba Rd, Upper Mount ",Australia,"1,4",7000,2500,yes,yes,yes,yes,no,yes,2015,Diploma of Remedial Massage,This qualification reflects the role of massage therapists who provide general health maintenance treatments. It does not reflect the role of a remedial massage therapist. Practitioners may be self-employed or work within a larger health service.�,2 sem,60,6,58,,6,6,6,6,19,23,390,,6000,20290,AUD,20 days,"2,7,11",,1 year,1,if the student is from state board then 70% marks if from CBSE or ICSE board 60% marks will be required,,5.5,4,,
AIBT,"It� is a one of the top private Vocational Educational Provider offering Certificates, Diplomas, Advanced Diplomas and Graduate Studies to both domestic and international students.","Levels 1, 3/18 Mount Gravatt Capalaba Rd, Upper Mount ",Australia,"1,4",7000,2500,yes,yes,yes,yes,no,yes,2015,Diploma of Nursing,"In order for students to be able to work as an Endorsed Enrolled Nurse, they must complete an accredited program with Australian Nursing & Midwifery Accreditation Council (ANMAC).�",2 sem,60,6,58,,6,6,6,6,"16,18",23,390,,6000,20290,AUD,20 days,"2,7,11",,1 year,1,if the student is from state board then 70% marks if from CBSE or ICSE board 60% marks will be required,,5.5,4,,
AIBT,"It� is a one of the top private Vocational Educational Provider offering Certificates, Diplomas, Advanced Diplomas and Graduate Studies to both domestic and international students.","Levels 1, 3/18 Mount Gravatt Capalaba Rd, Upper Mount ",Australia,"1,4",7000,2500,yes,yes,yes,yes,no,yes,2015,Diploma of Hospitality Management,"This qualification reflects the role of highly skilled senior operators who use a broad range of hospitality skills combined with managerial skills and sound knowledge of industry to coordinate hospitality operations. They operate independently, have responsibility for others and make a range of operational business decisions.",2 sem,60,6,58,,6,6,6,6,"6,7,8,9,10",3,390,,6000,20290,AUD,20 days,"2,7,11",,1 year,1,if the student is from state board then 70% marks if from CBSE or ICSE board 60% marks will be required,,5.5,4,,
AIBT,"It� is a one of the top private Vocational Educational Provider offering Certificates, Diplomas, Advanced Diplomas and Graduate Studies to both domestic and international students.","Levels 1, 3/18 Mount Gravatt Capalaba Rd, Upper Mount ",Australia,"1,4",7000,2500,yes,yes,yes,yes,no,yes,2015,Advanced Diploma of Hospitality Management,This qualification reflects the role of highly skilled senior managers who use a broad range of hospitality skills combined with specialised managerial skills and substantial knowledge of industry to coordinate hospitality operations. They operate with significant autonomy and are responsible for making strategic business management decisions.,2 sem,60,6,58,,6,6,6,6,"6,7,8,9,10",3,390,,6000,20290,AUD,20 days,"2,7,11",,1 year,1,if the student is from state board then 70% marks if from CBSE or ICSE board 60% marks will be required,,5.5,4,,
AIBT,"It� is a one of the top private Vocational Educational Provider offering Certificates, Diplomas, Advanced Diplomas and Graduate Studies to both domestic and international students.","Levels 1, 3/18 Mount Gravatt Capalaba Rd, Upper Mount ",Australia,"1,4",7000,2500,yes,yes,yes,yes,no,yes,2015,Diploma of Travel and Tourism Management,"This qualification reflects the role of highly skilled senior operators who use a broad range of tourism or travel skills combined with managerial skills and sound knowledge of industry operations to coordinate travel or tourism operations. They operate independently, have responsibility for others, and make a range of operational business decisions.",2 sem,60,6,58,,6,6,6,6,"6,7,8,9,10",3,390,,6000,20290,AUD,20 days,"2,7,11",,1 year,1,if the student is from state board then 70% marks if from CBSE or ICSE board 60% marks will be required,,5.5,4,,
AIBT,"It� is a one of the top private Vocational Educational Provider offering Certificates, Diplomas, Advanced Diplomas and Graduate Studies to both domestic and international students.","Levels 1, 3/18 Mount Gravatt Capalaba Rd, Upper Mount ",Australia,"1,4",7000,2500,yes,yes,yes,yes,no,yes,2015,Advanced Diploma of Travel and Tourism Management,"This qualification reflects the role of senior managers with advanced operational skills who use a broad range of travel or tourism skills, combined with specialised managerial skills and substantial knowledge of industry operations, to coordinate travel or tourism operations. They operate with significant autonomy and are responsible for making strategic business management and operational decisions.",2 sem,60,6,58,,6,6,6,6,"6,7,8,9,10",3,390,,6000,20290,AUD,20 days,"2,7,11",,1 year,1,if the student is from state board then 70% marks if from CBSE or ICSE board 60% marks will be required,,5.5,4,,
AIBT,"It� is a one of the top private Vocational Educational Provider offering Certificates, Diplomas, Advanced Diplomas and Graduate Studies to both domestic and international students.","Levels 1, 3/18 Mount Gravatt Capalaba Rd, Upper Mount ",Australia,"1,4",7000,2500,yes,yes,yes,yes,no,yes,2015,Diploma of Event Management,This qualification reflects the role of individuals who use a broad range of event-related skills and sound knowledge of event management processes to coordinate event operations. They operate independently and make operational event management decisions.,2 sem,60,6,58,,6,6,6,6,"6,7,8,9,10",3,390,,6000,20290,AUD,20 days,"2,7,11",,1 year,1,if the student is from state board then 70% marks if from CBSE or ICSE board 60% marks will be required,,5.5,4,,
AIBT,"It� is a one of the top private Vocational Educational Provider offering Certificates, Diplomas, Advanced Diplomas and Graduate Studies to both domestic and international students.","Levels 1, 3/18 Mount Gravatt Capalaba Rd, Upper Mount ",Australia,"1,4",7000,2500,yes,yes,yes,yes,no,yes,2015,Advanced Diploma of Event Management,"his qualification reflects the role of individuals operating at a senior level who use a wide range of specialised managerial skills and substantial knowledge of event management processes to conceive, plan and stage events. They operate with significant autonomy and are responsible for making strategic business and event management decisions.",2 sem,60,6,58,,6,6,6,6,"6,7,8,9,10",3,390,,6000,20290,AUD,20 days,"2,7,11",,1 year,1,if the student is from state board then 70% marks if from CBSE or ICSE board 60% marks will be required,,5.5,4,,
AIBTee,"It� is a one of the top private Vocational Educational Provider offering Certificates, Diplomas, Advanced Diplomas and Graduate Studies to both domestic and international students.","Levels 1, 3/18 Mount Gravatt Capalaba Rd, Upper Mount ",Australia,"1,4",7000,2500,yes,yes,yes,yes,no,yes,2015,Advanced Diploma of Event Management,"his qualification reflects the role of individuals operating at a senior level who use a wide range of specialised managerial skills and substantial knowledge of event management processes to conceive, plan and stage events. They operate with significant autonomy and are responsible for making strategic business and event management decisions.",2 sem,60,6,58,,6,6,6,6,"6,7,8,9,10",3,390,,6000,20290,AUD,20 days,"2,7,11",,1 year,1,if the student is from state board then 70% marks if from CBSE or ICSE board 60% marks will be required,,5.5,4,,
AIBTee,"It� is a one of the top private Vocational Educational Provider offering Certificates, Diplomas, Advanced Diplomas and Graduate Studies to both domestic and international students.","Levels 1, 3/18 Mount Gravatt Capalaba Rd, Upper Mount ",Australia,"1,4",7000,2500,yes,yes,yes,yes,no,yes,2015,Advanced Diploma of Event Management,"his qualification reflects the role of individuals operating at a senior level who use a wide range of specialised managerial skills and substantial knowledge of event management processes to conceive, plan and stage events. They operate with significant autonomy and are responsible for making strategic business and event management decisions.",2 sem,60,6,58,,6,6,6,6,"6,7,8,9,10",3,390,,6000,20290,AUD,20 days,"2,7,11",,1 year,1,if the student is from state board then 70% marks if from CBSE or ICSE board 60% marks will be required,,5.5,4,,
